,fandom,count,type,href
1597,Naked Brothers Band,253,tv,/tv/Naked-Brothers-Band/
1598,Body of Proof,253,tv,/tv/Body-of-Proof/
1599,Hanna-Barbera,253,cartoon,/cartoon/Hanna-Barbera/
1600,Prince of Egypt,252,movie,/movie/Prince-of-Egypt/
1601,Nisekoi/ニセコイ,252,anime,/anime/Nisekoi-%E3%83%8B%E3%82%BB%E3%82%B3%E3%82%A4/
1602,Guardians of Time,252,book,/book/Guardians-of-Time/
1603,Xenoblade Chronicles 2,252,game,/game/Xenoblade-Chronicles-2/
1604,Deus Ex,251,game,/game/Deus-Ex/
1605,Cuphead,251,game,/game/Cuphead/
1606,Mobile Legends: Bang bang,251,game,/game/Mobile-Legends-Bang-bang/
1607,Plants vs. Zombies,251,game,/game/Plants-vs-Zombies/
1608,Moon Lovers: Scarlet Heart Ryeo/달의 연인-보보경심 려,251,tv,/tv/Moon-Lovers-Scarlet-Heart-Ryeo-%EB%8B%AC%EC%9D%98-%EC%97%B0%EC%9D%B8-%EB%B3%B4%EB%B3%B4%EA%B2%BD%EC%8B%AC-%EB%A0%A4/
1609,Tales of Legendia,251,game,/game/Tales-of-Legendia/
1610,Following,250,tv,/tv/Following/
1611,Orson Scott Card,249,book,/book/Orson-Scott-Card/
1612,Vampire Princess Miyu,249,anime,/anime/Vampire-Princess-Miyu/
1613,Valkyrie Profile,248,game,/game/Valkyrie-Profile/
1614,Hayate the Combat Butler,248,anime,/anime/Hayate-the-Combat-Butler/
1615,Japanese Mythology,248,misc,/misc/Japanese-Mythology/
1616,My So Called Life,248,tv,/tv/My-So-Called-Life/
1617,It,247,book,/book/It/
1618,Tokyo Babylon,247,anime,/anime/Tokyo-Babylon/
1619,Fossil Fighters,247,game,/game/Fossil-Fighters/
1620,Homeland,247,tv,/tv/Homeland/
1621,Boston Legal,246,tv,/tv/Boston-Legal/
1622,Serial Experiments Lain,246,anime,/anime/Serial-Experiments-Lain/
1623,Wild at Heart,246,tv,/tv/Wild-at-Heart/
1624,Hitman,244,game,/game/Hitman/
1625,That\'s So Raven,244,tv,/tv/That-s-So-Raven/
1626,Dexter\'s Laboratory,244,cartoon,/cartoon/Dexter-s-Laboratory/
1627,Sense and Sensibility,244,book,/book/Sense-and-Sensibility/
1628,Marmalade Boy,244,anime,/anime/Marmalade-Boy/
1629,Rayman,243,game,/game/Rayman/
1630,Fillmore,243,cartoon,/cartoon/Fillmore/
1631,Wicked Lovely,243,book,/book/Wicked-Lovely/
1632,Pretty Little Liars series,243,book,/book/Pretty-Little-Liars-series/
1633,Cyberchase,243,cartoon,/cartoon/Cyberchase/
1634,Outlander,243,tv,/tv/Outlander/
1635,"Red Queen, Victoria Aveyard",242,book,/book/Red-Queen-Victoria-Aveyard/
1636,A Coming Evil,242,book,/book/A-Coming-Evil/
1637,Adventures of Sinbad,241,tv,/tv/Adventures-of-Sinbad/
1638,Septimus Heap,240,book,/book/Septimus-Heap/
1639,Hypnosis Mic/ヒプノシスマイク,240,misc,/misc/Hypnosis-Mic-%E3%83%92%E3%83%97%E3%83%8E%E3%82%B7%E3%82%B9%E3%83%9E%E3%82%A4%E3%82%AF/
1640,Twelve Kingdoms,240,anime,/anime/Twelve-Kingdoms/
1641,Poldark,240,tv,/tv/Poldark/
1642,Seinfeld,240,tv,/tv/Seinfeld/
1643,Mad Men,239,tv,/tv/Mad-Men/
1644,Catcher in the Rye,239,book,/book/Catcher-in-the-Rye/
1645,Evil Dead/Army of Darkness,239,movie,/movie/Evil-Dead-Army-of-Darkness/
1646,Scott Pilgrim,239,comic,/comic/Scott-Pilgrim/
1647,Liv and Maddie,238,tv,/tv/Liv-and-Maddie/
1648,Xenoblade Chronicles X,238,game,/game/Xenoblade-Chronicles-X/
1649,Dallas,237,tv,/tv/Dallas/
1650,DragonFable,237,game,/game/DragonFable/
1651,Doctor Strange,237,movie,/movie/Doctor-Strange/
1652,Thirteen Reasons Why,237,book,/book/Thirteen-Reasons-Why/
1653,Royal Pains,236,tv,/tv/Royal-Pains/
1654,Camp Lazlo,236,cartoon,/cartoon/Camp-Lazlo/
1655,Panty & Stocking with Garterbelt/パンティ＆ストッキングwithガーターベルト,236,anime,/anime/Panty-Stocking-with-Garterbelt-%E3%83%91%E3%83%B3%E3%83%86%E3%82%A3-%E3%82%B9%E3%83%88%E3%83%83%E3%82%AD%E3%83%B3%E3%82%B0with%E3%82%AC%E3%83%BC%E3%82%BF%E3%83%BC%E3%83%99%E3%83%AB%E3%83%88/
1656,F.E.A.R.,236,game,/game/F-E-A-R/
1657,Tarzan,236,movie,/movie/Tarzan/
1658,Sket Dance,235,anime,/anime/Sket-Dance/
1659,Of Mice and Men,234,book,/book/Of-Mice-and-Men/
1660,Little Shop of Horrors,234,play,/play/Little-Shop-of-Horrors/
1661,City of Heroes,234,game,/game/City-of-Heroes/
1662,Princess Bride,234,movie,/movie/Princess-Bride/
1663,Mickey Mouse & Friends,233,cartoon,/cartoon/Mickey-Mouse-Friends/
1664,Mahouka Koukou no Rettousei/魔法科高校の劣等生,233,anime,/anime/Mahouka-Koukou-no-Rettousei-%E9%AD%94%E6%B3%95%E7%A7%91%E9%AB%98%E6%A0%A1%E3%81%AE%E5%8A%A3%E7%AD%89%E7%94%9F/
1665,British Comedy,232,tv,/tv/British-Comedy/
1666,Stitchers,232,tv,/tv/Stitchers/
1667,Casper,231,movie,/movie/Casper/
1668,Ultraman,231,tv,/tv/Ultraman/
1669,My Mad Fat Diary,231,tv,/tv/My-Mad-Fat-Diary/
1670,Kekkaishi,231,anime,/anime/Kekkaishi/
1671,Designated Survivor,231,tv,/tv/Designated-Survivor/
1672,Nancy Drew series,230,game,/game/Nancy-Drew-series/
1673,Mamma Mia!,230,movie,/movie/Mamma-Mia/
1674,Julie and the Phantoms,230,tv,/tv/Julie-and-the-Phantoms/
1675,Amphibia,229,cartoon,/cartoon/Amphibia/
1676,Cheaper by the Dozen,229,movie,/movie/Cheaper-by-the-Dozen/
1677,Eragon,229,movie,/movie/Eragon/
1678,Paradise Kiss,229,anime,/anime/Paradise-Kiss/
1679,Secrets of the Immortal Nicholas Flamel,229,book,/book/Secrets-of-the-Immortal-Nicholas-Flamel/
1680,Parenthood,229,tv,/tv/Parenthood/
1681,School for Good and Evil,228,book,/book/School-for-Good-and-Evil/
1682,Texas Chainsaw Massacre,228,movie,/movie/Texas-Chainsaw-Massacre/
1683,Grim Adventures of Billy & Mandy,228,cartoon,/cartoon/Grim-Adventures-of-Billy-Mandy/
1684,Lion Guard,228,cartoon,/cartoon/Lion-Guard/
1685,Pretty Guardian Sailormoon/美少女戦士 セーラームーン,228,tv,/tv/Pretty-Guardian-Sailormoon-%E7%BE%8E%E5%B0%91%E5%A5%B3%E6%88%A6%E5%A3%AB-%E3%82%BB%E3%83%BC%E3%83%A9%E3%83%BC%E3%83%A0%E3%83%BC%E3%83%B3/
1686,Kamigami No Asobi/神々の悪戯,227,anime,/anime/Kamigami-No-Asobi-%E7%A5%9E%E3%80%85%E3%81%AE%E6%82%AA%E6%88%AF/
1687,Karin,227,anime,/anime/Karin/
1688,Atlantis,226,tv,/tv/Atlantis/
1689,Runaways,226,comic,/comic/Runaways/
1690,Be My Princess,225,game,/game/Be-My-Princess/
1691,Romeo & Juliet,225,play,/play/Romeo-Juliet/
1692,CHIPs,225,tv,/tv/CHIPs/
1693,Black Panther,224,movie,/movie/Black-Panther/
1694,Shadow of the Colossus,224,game,/game/Shadow-of-the-Colossus/
1695,Neighbours,224,tv,/tv/Neighbours/
1696,Modern Faerie Tales,224,book,/book/Modern-Faerie-Tales/
1697,Chaos,223,tv,/tv/Chaos/
1698,Anne with an E,223,tv,/tv/Anne-with-an-E/
1699,Veggie Tales,223,cartoon,/cartoon/Veggie-Tales/
1700,Teletubbies,222,tv,/tv/Teletubbies/
1701,Toriko,222,anime,/anime/Toriko/
1702,From Eroica With Love,222,anime,/anime/From-Eroica-With-Love/
1703,Saving Private Ryan,221,movie,/movie/Saving-Private-Ryan/
1704,Last of the Mohicans,221,movie,/movie/Last-of-the-Mohicans/
1705,Heartland,221,book,/book/Heartland/
1706,Dungeons and Dragons,221,cartoon,/cartoon/Dungeons-and-Dragons/
1707,Dinosaur King,221,anime,/anime/Dinosaur-King/
1708,UC: UnderCover,220,tv,/tv/UC-UnderCover/
1709,Whitechapel,220,tv,/tv/Whitechapel/
1710,Be More Chill,220,play,/play/Be-More-Chill/
1711,Monsuno,220,cartoon,/cartoon/Monsuno/
1712,Necessary Roughness,219,tv,/tv/Necessary-Roughness/
1713,Dracula,219,book,/book/Dracula/
1714,Green Rider,219,book,/book/Green-Rider/
1715,Charlie\'s Angels,219,tv,/tv/Charlie-s-Angels/
1716,Dark Artifices,218,book,/book/Dark-Artifices/
1717,Mako Mermaids,218,tv,/tv/Mako-Mermaids/
1718,Wildfire,217,tv,/tv/Wildfire/
1719,Modern Family,217,tv,/tv/Modern-Family/
1720,Shall we date?: Ninja Love,217,game,/game/Shall-we-date-Ninja-Love/
1721,Producers,217,play,/play/Producers/
1722,Johnny Test,216,cartoon,/cartoon/Johnny-Test/
1723,Sakura Wars,216,anime,/anime/Sakura-Wars/
1724,Dota 2,215,game,/game/Dota-2/
1725,Left Behind,215,book,/book/Left-Behind/
1726,Dune,215,book,/book/Dune/
1727,Strange Magic,214,movie,/movie/Strange-Magic/
1728,Forbidden Game series,214,book,/book/Forbidden-Game-series/
1729,Diary of a Wimpy Kid,214,book,/book/Diary-of-a-Wimpy-Kid/
1730,Shoujo Kageki Revue Starlight/レヴュー スタァライト,214,anime,/anime/Shoujo-Kageki-Revue-Starlight-%E3%83%AC%E3%83%B4%E3%83%A5%E3%83%BC-%E3%82%B9%E3%82%BF%E3%82%A1%E3%83%A9%E3%82%A4%E3%83%88/
1731,G.I. Joe: The Rise of Cobra,214,movie,/movie/G-I-Joe-The-Rise-of-Cobra/
1732,Jessica Jones,213,tv,/tv/Jessica-Jones/
1733,Motorcity,213,cartoon,/cartoon/Motorcity/
1734,Facts of Life,213,tv,/tv/Facts-of-Life/
1735,Yin Yang Yo,212,cartoon,/cartoon/Yin-Yang-Yo/
1736,Private,212,book,/book/Private/
1737,Sports Night,212,tv,/tv/Sports-Night/
1738,Guilty Crown/ギルティクラウン,212,anime,/anime/Guilty-Crown-%E3%82%AE%E3%83%AB%E3%83%86%E3%82%A3%E3%82%AF%E3%83%A9%E3%82%A6%E3%83%B3/
1739,Kill Bill,210,movie,/movie/Kill-Bill/
1740,Eternal Sonata,210,game,/game/Eternal-Sonata/
1741,Mean Girls,210,movie,/movie/Mean-Girls/
1742,Peach Girl,210,anime,/anime/Peach-Girl/
1743,Wild Adapter/Executive Committee,209,anime,/anime/Wild-Adapter-Executive-Committee/
1744,Seven Kingdoms Trilogy,209,book,/book/Seven-Kingdoms-Trilogy/
1745,Pellinor,209,book,/book/Pellinor/
1746,Beetlejuice,209,movie,/movie/Beetlejuice/
1747,Spirit Animals,209,book,/book/Spirit-Animals/
1748,OFF,209,game,/game/OFF/
1749,Dance Dance Revolution,209,game,/game/Dance-Dance-Revolution/
1750,Sweet Valley series,208,book,/book/Sweet-Valley-series/
1751,Sym-Bionic Titan,208,cartoon,/cartoon/Sym-Bionic-Titan/
1752,Three\'s Company,208,tv,/tv/Three-s-Company/
1753,Heathers,208,movie,/movie/Heathers/
1754,Spice and Wolf,207,anime,/anime/Spice-and-Wolf/
1755,My Little Sister Can\'t Be This Cute/俺の妹がこんなに可愛いわけがない,207,anime,/anime/My-Little-Sister-Can-t-Be-This-Cute-%E4%BF%BA%E3%81%AE%E5%A6%B9%E3%81%8C%E3%81%93%E3%82%93%E3%81%AA%E3%81%AB%E5%8F%AF%E6%84%9B%E3%81%84%E3%82%8F%E3%81%91%E3%81%8C%E3%81%AA%E3%81%84/
1756,Jake and the Never Land Pirates,207,cartoon,/cartoon/Jake-and-the-Never-Land-Pirates/
1757,A Separate Peace,206,book,/book/A-Separate-Peace/
1758,Terror in Resonance/残響のテロル,206,anime,/anime/Terror-in-Resonance-%E6%AE%8B%E9%9F%BF%E3%81%AE%E3%83%86%E3%83%AD%E3%83%AB/
1759,OZ,206,tv,/tv/OZ/
1760,Lightning Returns: Final Fantasy XIII,206,game,/game/Lightning-Returns-Final-Fantasy-XIII/
1761,Drakengard,206,game,/game/Drakengard/
1762,Brave Frontier,206,game,/game/Brave-Frontier/
1763,Sorceror Stabber Orphen,206,anime,/anime/Sorceror-Stabber-Orphen/
1764,Dragon Booster,206,cartoon,/cartoon/Dragon-Booster/
1765,Monster Allergy,206,cartoon,/cartoon/Monster-Allergy/
1766,The Santa Clause,205,movie,/movie/The-Santa-Clause/
1767,Lockwood & Co.,205,book,/book/Lockwood-Co/
1768,Penny Dreadful,205,tv,/tv/Penny-Dreadful/
1769,Who Framed Roger Rabbit,205,movie,/movie/Who-Framed-Roger-Rabbit/
1770,Mars,205,anime,/anime/Mars/
1771,Last Exile,204,anime,/anime/Last-Exile/
1772,I Am Number Four,204,movie,/movie/I-Am-Number-Four/
1773,Caster Chronicles,204,book,/book/Caster-Chronicles/
1774,Darkstalkers,204,anime,/anime/Darkstalkers/
1775,Jumper,203,movie,/movie/Jumper/
1776,Blue Dragon,203,game,/game/Blue-Dragon/
1777,Aveyond,203,game,/game/Aveyond/
1778,Persuasion,203,book,/book/Persuasion/
1779,Takumi-kun Series/６月の自尊心,203,anime,/anime/Takumi-kun-Series-%EF%BC%96%E6%9C%88%E3%81%AE%E8%87%AA%E5%B0%8A%E5%BF%83/
1780,Quintessential Quintuplets/五等分の花嫁,203,anime,/anime/Quintessential-Quintuplets-%E4%BA%94%E7%AD%89%E5%88%86%E3%81%AE%E8%8A%B1%E5%AB%81/
1781,Wonder Woman,203,movie,/movie/Wonder-Woman/
1782,Road Rovers,202,cartoon,/cartoon/Road-Rovers/
1783,Another/アナザー,202,anime,/anime/Another-%E3%82%A2%E3%83%8A%E3%82%B6%E3%83%BC/
1784,Space Cases,202,tv,/tv/Space-Cases/
1785,A Knight\'s Tale,201,movie,/movie/A-Knight-s-Tale/
1786,City Hunter,201,anime,/anime/City-Hunter/
1787,Sandlot,201,movie,/movie/Sandlot/
1788,West Side Story,201,movie,/movie/West-Side-Story/
1789,Wolf Among Us,201,game,/game/Wolf-Among-Us/
1790,Detective School Q,201,anime,/anime/Detective-School-Q/
1791,Sherwood Smith,201,book,/book/Sherwood-Smith/
1792,I Didn\'t Do It,201,tv,/tv/I-Didn-t-Do-It/
1793,Bungou to Alchemist/文豪とアルケミスト,200,game,/game/Bungou-to-Alchemist-%E6%96%87%E8%B1%AA%E3%81%A8%E3%82%A2%E3%83%AB%E3%82%B1%E3%83%9F%E3%82%B9%E3%83%88/
1794,Expendables,200,movie,/movie/Expendables/
1795,Poltergeist: the Legacy,200,tv,/tv/Poltergeist-the-Legacy/
1796,"Dumping Ground, 2013",200,tv,/tv/Dumping-Ground-2013/
1797,Skullgirls,200,game,/game/Skullgirls/
1798,Death Sentence,200,movie,/movie/Death-Sentence/
1799,World Trigger/ワールドトリガー,200,anime,/anime/World-Trigger-%E3%83%AF%E3%83%BC%E3%83%AB%E3%83%89%E3%83%88%E3%83%AA%E3%82%AC%E3%83%BC/
1800,Princess Princess,200,anime,/anime/Princess-Princess/
1801,Dirty Dancing,199,movie,/movie/Dirty-Dancing/
1802,Angry Birds,199,game,/game/Angry-Birds/
1803,His and Her Circumstances,199,anime,/anime/His-and-Her-Circumstances/
1804,Andi Mack,199,tv,/tv/Andi-Mack/
1805,AcceleRacers,198,cartoon,/cartoon/AcceleRacers/
1806,Keys to the Kingdom,198,book,/book/Keys-to-the-Kingdom/
1807,Monster Girl Encyclopedia,198,anime,/anime/Monster-Girl-Encyclopedia/
1808,Zombie-Loan,198,anime,/anime/Zombie-Loan/
1809,You\'re Beautiful/미남이시네요,198,tv,/tv/You-re-Beautiful-%EB%AF%B8%EB%82%A8%EC%9D%B4%EC%8B%9C%EB%84%A4%EC%9A%94/
1810,Bubble Guppies,198,cartoon,/cartoon/Bubble-Guppies/
1811,Venom,197,movie,/movie/Venom/
1812,Hart to Hart,197,tv,/tv/Hart-to-Hart/
1813,Gangsta./ギャングスタ,197,anime,/anime/Gangsta-%E3%82%AE%E3%83%A3%E3%83%B3%E3%82%B0%E3%82%B9%E3%82%BF/
1814,Beyond the Boundary/境界の彼方,197,anime,/anime/Beyond-the-Boundary-%E5%A2%83%E7%95%8C%E3%81%AE%E5%BD%BC%E6%96%B9/
1815,District 9,196,movie,/movie/District-9/
1816,Kiesha\'ra,196,book,/book/Kiesha-ra/
1817,Relic Hunter,196,tv,/tv/Relic-Hunter/
1818,Beauty Pop,196,anime,/anime/Beauty-Pop/
1819,Doraemon,196,anime,/anime/Doraemon/
1820,Enchanted,196,movie,/movie/Enchanted/
1821,Luigi\'s Mansion,196,game,/game/Luigi-s-Mansion/
1822,Letter Bee/テガミバチ,195,anime,/anime/Letter-Bee-%E3%83%86%E3%82%AC%E3%83%9F%E3%83%90%E3%83%81/
1823,"Night Shift, 2014",195,tv,/tv/Night-Shift-2014/
1824,Twin Peaks,195,tv,/tv/Twin-Peaks/
1825,"Legend, Marie Lu",195,book,/book/Legend-Marie-Lu/
1826,She\'s the Man,195,movie,/movie/She-s-the-Man/
1827,Jupiter Ascending,195,movie,/movie/Jupiter-Ascending/
1828,Macross Frontier,195,anime,/anime/Macross-Frontier/
1829,Dempsey and Makepeace,194,tv,/tv/Dempsey-and-Makepeace/
1830,Loki,194,tv,/tv/Loki/
1831,Eldarya,194,game,/game/Eldarya/
1832,Almost Human,193,tv,/tv/Almost-Human/
1833,Chilling Adventures of Sabrina,193,tv,/tv/Chilling-Adventures-of-Sabrina/
1834,Strange Days at Blake Holsey High,193,tv,/tv/Strange-Days-at-Blake-Holsey-High/
1835,Homer,193,book,/book/Homer/
1836,We Bare Bears,193,cartoon,/cartoon/We-Bare-Bears/
1837,Women of the Otherworld,192,book,/book/Women-of-the-Otherworld/
1838,Arknights,192,game,/game/Arknights/
1839,Medical Investigation,192,tv,/tv/Medical-Investigation/
1840,Fantasy Island,192,tv,/tv/Fantasy-Island/
1841,Sense8,192,tv,/tv/Sense8/
1842,"Shiver, Maggie Stiefvater",192,book,/book/Shiver-Maggie-Stiefvater/
1843,Idolmaster,192,game,/game/Idolmaster/
1844,Cobra Kai,191,tv,/tv/Cobra-Kai/
1845,Nightwalker,191,anime,/anime/Nightwalker/
1846,Penderwicks series,191,book,/book/Penderwicks-series/
1847,Incredible Hulk,191,comic,/comic/Incredible-Hulk/
1848,From Dusk Till Dawn: The Series,191,tv,/tv/From-Dusk-Till-Dawn-The-Series/
1849,Bold and the Beautiful,190,tv,/tv/Bold-and-the-Beautiful/
1850,Avalon Web of Magic,190,book,/book/Avalon-Web-of-Magic/
1851,Legally Blonde,190,play,/play/Legally-Blonde/
1852,"V, 2009",190,tv,/tv/V-2009/
1853,Sex and the City,190,tv,/tv/Sex-and-the-City/
1854,Moonlighting,190,tv,/tv/Moonlighting/
1855,Karate Kid,189,movie,/movie/Karate-Kid/
1856,Life Unexpected,189,tv,/tv/Life-Unexpected/
1857,Ever After,189,movie,/movie/Ever-After/
1858,Welcome to Night Vale,189,misc,/misc/Welcome-to-Night-Vale/
1859,Ultra Maniac,188,anime,/anime/Ultra-Maniac/
1860,Speed Racer,188,anime,/anime/Speed-Racer/
1861,Chihayafuru/ちはやふる,188,anime,/anime/Chihayafuru-%E3%81%A1%E3%81%AF%E3%82%84%E3%81%B5%E3%82%8B/
1862,Crescent Moon,188,anime,/anime/Crescent-Moon/
1863,Princess Protection Program,188,movie,/movie/Princess-Protection-Program/
1864,Queen\'s Thief series,188,book,/book/Queen-s-Thief-series/
1865,Kevin Smith,188,movie,/movie/Kevin-Smith/
1866,X-Men,188,cartoon,/cartoon/X-Men/
1867,2 Broke Girls,187,tv,/tv/2-Broke-Girls/
1868,Puyo Puyo,186,game,/game/Puyo-Puyo/
1869,Odyssey,186,book,/book/Odyssey/
1870,"Tomorrow People, 2013",186,tv,/tv/Tomorrow-People-2013/
1871,Strong Medicine,185,tv,/tv/Strong-Medicine/
1872,Sliders,185,tv,/tv/Sliders/
1873,Saved By The Bell,185,tv,/tv/Saved-By-The-Bell/
1874,Angels of Death,185,game,/game/Angels-of-Death/
1875,Miles Vorkosigan,185,book,/book/Miles-Vorkosigan/
1876,Little Red Riding Hood,185,book,/book/Little-Red-Riding-Hood/
1877,Aqua Teen Hunger Force,185,cartoon,/cartoon/Aqua-Teen-Hunger-Force/
1878,Ginger Snaps,185,movie,/movie/Ginger-Snaps/
1879,Code Breaker,184,anime,/anime/Code-Breaker/
1880,Dead Rising,184,game,/game/Dead-Rising/
1881,Golden Girls,184,tv,/tv/Golden-Girls/
1882,UFO,184,tv,/tv/UFO/
1883,Caroline In The City,184,tv,/tv/Caroline-In-The-City/
1884,Laverne and Shirley,183,tv,/tv/Laverne-and-Shirley/
1885,Kid vs Kat,183,cartoon,/cartoon/Kid-vs-Kat/
1886,Osmosis Jones,183,movie,/movie/Osmosis-Jones/
1887,Coldfire Trilogy,183,book,/book/Coldfire-Trilogy/
1888,Virals,183,book,/book/Virals/
1889,Ancient Magus\' Bride/魔法使いの嫁,182,anime,/anime/Ancient-Magus-Bride-%E9%AD%94%E6%B3%95%E4%BD%BF%E3%81%84%E3%81%AE%E5%AB%81/
1890,Good Doctor,182,tv,/tv/Good-Doctor/
1891,Christy,182,tv,/tv/Christy/
1892,Etrian Odyssey/世界樹の迷宮,182,game,/game/Etrian-Odyssey-%E4%B8%96%E7%95%8C%E6%A8%B9%E3%81%AE%E8%BF%B7%E5%AE%AE/
1893,Dark Shadows,182,movie,/movie/Dark-Shadows/
1894,Annie,182,movie,/movie/Annie/
1895,Tenkai Knights,182,cartoon,/cartoon/Tenkai-Knights/
1896,Supergirl,182,comic,/comic/Supergirl/
1897,Stoked,182,cartoon,/cartoon/Stoked/
1898,Battlefield,181,game,/game/Battlefield/
1899,Mana Khemia: Alchemists of Al-Revis,181,game,/game/Mana-Khemia-Alchemists-of-Al-Revis/
1900,Togainu no Chi/咎狗の血,181,anime,/anime/Togainu-no-Chi-%E5%92%8E%E7%8B%97%E3%81%AE%E8%A1%80/
1901,Royals,180,tv,/tv/Royals/
1902,Atlantis,180,cartoon,/cartoon/Atlantis/
1903,Las Vegas,180,tv,/tv/Las-Vegas/
1904,Lone Gunmen,180,tv,/tv/Lone-Gunmen/
1905,A-List,180,book,/book/A-List/
1906,Lost In Space,180,tv,/tv/Lost-In-Space/
1907,My Little Monster/となりの怪物くん,179,anime,/anime/My-Little-Monster-%E3%81%A8%E3%81%AA%E3%82%8A%E3%81%AE%E6%80%AA%E7%89%A9%E3%81%8F%E3%82%93/
1908,Dogma,179,movie,/movie/Dogma/
1909,Young Americans,179,tv,/tv/Young-Americans/
1910,Kingdom of Heaven,179,movie,/movie/Kingdom-of-Heaven/
1911,In the Flesh,179,tv,/tv/In-the-Flesh/
1912,Zeta Project,178,cartoon,/cartoon/Zeta-Project/
1913,Parasite Eve,178,game,/game/Parasite-Eve/
1914,Romeo × Juliet,178,anime,/anime/Romeo-Juliet/
1915,Dengeki Daisy/電撃デイジー,178,anime,/anime/Dengeki-Daisy-%E9%9B%BB%E6%92%83%E3%83%87%E3%82%A4%E3%82%B8%E3%83%BC/
1916,Punisher,177,comic,/comic/Punisher/
1917,Ghost Rider,176,comic,/comic/Ghost-Rider/
1918,Spirit,176,movie,/movie/Spirit/
1919,Bad Girls,176,tv,/tv/Bad-Girls/
1920,I Love Lucy,176,tv,/tv/I-Love-Lucy/
1921,Log Horizon/ログ・ホライズン,175,anime,/anime/Log-Horizon-%E3%83%AD%E3%82%B0-%E3%83%9B%E3%83%A9%E3%82%A4%E3%82%BA%E3%83%B3/
1922,"Arcana, Nix Hydra Games",175,game,/game/Arcana-Nix-Hydra-Games/
1923,Winnie-the-Pooh,175,book,/book/Winnie-the-Pooh/
1924,Bakuman,175,anime,/anime/Bakuman/
1925,Alphas,174,tv,/tv/Alphas/
1926,World War Z,174,book,/book/World-War-Z/
1927,Once Upon a Time in Wonderland,174,tv,/tv/Once-Upon-a-Time-in-Wonderland/
1928,Gorgeous Carat,174,anime,/anime/Gorgeous-Carat/
1929,Shinzo,174,anime,/anime/Shinzo/
1930,Tsukihime,173,anime,/anime/Tsukihime/
1931,Toilet-Bound Hanako-kun/地縛少年花子くん,173,anime,/anime/Toilet-Bound-Hanako-kun-%E5%9C%B0%E7%B8%9B%E5%B0%91%E5%B9%B4%E8%8A%B1%E5%AD%90%E3%81%8F%E3%82%93/
1932,Rango,173,movie,/movie/Rango/
1933,Bobobo-bo Bo-bobo,173,anime,/anime/Bobobo-bo-Bo-bobo/
1934,Homestar Runner,173,cartoon,/cartoon/Homestar-Runner/
1935,Hilda,173,cartoon,/cartoon/Hilda/
1936,Red Hood and the Outlaws,172,comic,/comic/Red-Hood-and-the-Outlaws/
1937,Munto,172,anime,/anime/Munto/
1938,Monster,172,anime,/anime/Monster/
1939,Law and Order: UK,172,tv,/tv/Law-and-Order-UK/
1940,Young Jedi Knights,172,book,/book/Young-Jedi-Knights/
1941,Girls\' Frontline/少女前线,171,game,/game/Girls-Frontline-%E5%B0%91%E5%A5%B3%E5%89%8D%E7%BA%BF/
1942,Hero: 108,171,cartoon,/cartoon/Hero-108/
1943,Fanboy and Chum Chum,171,cartoon,/cartoon/Fanboy-and-Chum-Chum/
1944,Dr. Jekyll and Mr. Hyde,171,book,/book/Dr-Jekyll-and-Mr-Hyde/
1945,"Looking For Alaska, John Green",171,book,/book/Looking-For-Alaska-John-Green/
1946,All Saints,171,tv,/tv/All-Saints/
1947,Dance Academy,171,tv,/tv/Dance-Academy/
1948,Watch Dogs,170,game,/game/Watch-Dogs/
1949,"Martian, Andy Weir",170,book,/book/Martian-Andy-Weir/
1950,Disastrous Life of Saiki K./斉木楠雄のΨ難,170,anime,/anime/Disastrous-Life-of-Saiki-K-%E6%96%89%E6%9C%A8%E6%A5%A0%E9%9B%84%E3%81%AE%CE%A8%E9%9B%A3/
1951,Boardwalk Empire,170,tv,/tv/Boardwalk-Empire/
1952,Mabinogi,169,game,/game/Mabinogi/
1953,Harukanaru Toki no Naka De,169,anime,/anime/Harukanaru-Toki-no-Naka-De/
1954,Yakitate! Japan,169,anime,/anime/Yakitate-Japan/
1955,Diabolik Lovers : Haunted Dark Bridal,169,game,/game/Diabolik-Lovers-Haunted-Dark-Bridal/
1956,Miranda,169,tv,/tv/Miranda/
1957,Law of Ueki,168,anime,/anime/Law-of-Ueki/
1958,Chicago!,168,movie,/movie/Chicago/
1959,Children of the Corn,168,movie,/movie/Children-of-the-Corn/
1960,Drake Chronicles,168,book,/book/Drake-Chronicles/
1961,Space Ghost,168,cartoon,/cartoon/Space-Ghost/
1962,Ultimate Muscle,168,anime,/anime/Ultimate-Muscle/
1963,Tom and Jerry,168,cartoon,/cartoon/Tom-and-Jerry/
1964,Sunset Beach,168,tv,/tv/Sunset-Beach/
1965,Middle,168,tv,/tv/Middle/
1966,Home Improvement,168,tv,/tv/Home-Improvement/
1967,Goblin Slayer/ゴブリンスレイヤー,167,anime,/anime/Goblin-Slayer-%E3%82%B4%E3%83%96%E3%83%AA%E3%83%B3%E3%82%B9%E3%83%AC%E3%82%A4%E3%83%A4%E3%83%BC/
1968,Vampire,167,game,/game/Vampire/
1969,HuniePop,167,game,/game/HuniePop/
1970,Chowder,167,cartoon,/cartoon/Chowder/
1971,Pinky and the Brain,167,cartoon,/cartoon/Pinky-and-the-Brain/
1972,Playful Kiss/장난스런 키스,167,tv,/tv/Playful-Kiss-%EC%9E%A5%EB%82%9C%EC%8A%A4%EB%9F%B0-%ED%82%A4%EC%8A%A4/
